unixtime,temp,oxy
1497930780,15.260394,5.724259
1497931380,15.088526,5.733768
1497931980,14.916378,5.734163
1497932580,14.752573,5.746823
1497933180,14.57986,5.761591
1497933780,14.415503,5.784032
1497934380,14.259541,5.814207
1497934980,14.103324,5.830489
1497935580,13.946847,5.870718
1497936180,13.798818,5.8998
1497936780,13.659276,5.912757
1497937380,13.510774,5.923095
1497937980,13.370777,5.965289
1497938580,13.213011,6.016914
1497939180,13.072528,6.045334
1497939780,12.931811,6.074019
1497940380,12.790855,6.117805
1497940980,12.658487,6.159879
1497941580,12.525903,6.19734
1497942180,12.393098,6.235145
1497942780,12.268945,6.271082
1497943380,12.153483,6.305094
1497943980,12.028946,6.336513
1497944580,11.922038,6.358513
1497945180,11.806051,6.388113
1497945780,11.68094,6.43063
1497946380,11.564577,6.497386
1497946980,11.44803,6.554326
1497947580,11.331296,6.606518
1497948180,11.214373,6.632402
1497948780,11.097258,6.690802
1497949380,10.97995,6.72264
1497949980,10.862445,6.771095
1497950580,10.753804,6.806502
1497951180,10.644991,6.836669
1497951780,10.554182,6.867513
1497952380,10.454152,6.901117
1497952980,10.363087,6.921218
1497953580,10.271899,6.958243
1497954180,10.189723,6.970415
1497954780,10.107445,7.010846
1497955380,10.034224,7.031902
1497955980,9.951752,7.055716
1497956580,9.878356,7.088405
1497957180,9.804878,7.115554
1497957780,9.740516,7.134401
1497958380,9.67609,7.159092
1497958980,9.630032,7.195808
1497959580,9.574719,7.247129
1497960180,9.547044,7.296385
1497960780,9.510126,7.34286
1497961380,9.500893,7.405004
1497961980,9.482424,7.506671
1497962580,9.491659,7.582732
1497963180,9.500893,7.684272
1497963780,9.528588,7.781285
1497964380,9.565495,7.90836
1497964980,9.630032,8.060902
1497965580,9.712913,8.217013
1497966180,9.823256,8.380516
1497966780,9.942582,8.537585
1497967380,10.070845,8.673728
1497967980,10.207993,8.802103
1497968580,10.363087,8.904573
1497969180,10.536005,9.024155
1497969780,10.73568,9.143499
1497970380,10.943815,9.254385
1497970980,11.169351,9.330198
1497971580,11.403154,9.442847
1497972180,11.654104,9.4886
1497972780,11.904206,9.559169
1497973380,12.162371,9.612118
1497973980,12.455102,9.669091
1497974580,12.746756,9.69556
1497975180,13.046162,9.728143
1497975780,13.353262,9.758901
1497976380,13.676731,9.776459
1497976980,14.016425,9.797278
1497977580,14.363544,9.808334
1497978180,14.683523,9.838899
1497978780,15.011094,9.83461
1497979380,15.346225,9.836917
1497979980,15.663225,9.838546
1497980580,15.996414,9.835343
1497981180,16.320174,9.828199
1497981780,16.626131,9.853633
1497982380,16.948324,9.832185
1497982980,17.252879,9.834774
1497983580,17.556811,9.796236
1497984180,17.843319,9.781454
1497984780,18.146145,9.770298
1497985380,18.440066,9.720834
1497985980,18.708395,9.714491
1497986580,18.968,9.703299
1497987180,19.218935,9.619964
1497987780,19.461247,9.65758
1497988380,19.678291,9.636806
1497988980,19.911833,9.5943
1497989580,20.128522,9.549422
1497990180,20.328407,9.518754
1497990780,20.528173,9.471885
1497991380,20.694559,9.361874
1497991980,20.727827,9.310679
1497992580,20.852559,9.231669
1497993180,21.027121,9.242811
1497993780,20.919067,8.841913
1497994380,20.769409,8.591437
1497994980,20.603056,8.290468
1497995580,20.628013,8.354784
1497996180,20.769409,8.430287
1497996780,20.885815,8.513988
1497997380,20.910755,8.528933
1497997980,20.869187,8.489416
1497998580,20.835931,8.469634
1497999180,20.835931,8.447805
1497999780,20.794356,8.33692
1498000380,20.619694,8.035023
1498000980,20.345059,7.707333
1498001580,20.136853,7.542613
1498002180,20.120191,7.610701
1498002780,20.161845,7.729214
1498003380,20.028531,7.56413
1498003980,19.803427,7.260757
1498004580,19.528049,6.891872
1498005180,19.277447,6.485479
1498005780,19.152046,6.627759
1498006380,19.026577,6.712085
1498006980,18.850799,6.725739
1498007580,18.624581,6.674094
1498008180,18.356136,6.293569
1498008780,18.053671,6.294437
1498009380,17.666418,6.351322
1498009980,17.362702,5.976209
1498010580,17.19371,5.360737
1498011180,17.430246,4.776004
1498011780,17.632701,4.451059
1498012380,17.582112,4.318735
1498012980,17.328919,4.316369
1498013580,16.973728,4.348409
1498014180,16.626131,4.379824
1498014780,16.328682,4.389049
1498015380,16.04759,4.395833
1498015980,15.78294,4.40736
1498016580,15.517688,4.433807
1498017180,15.260394,4.459262
1498017780,15.011094,4.468934
1498018380,14.778454,4.435507
1498018980,14.571216,4.329493
1498019580,14.406846,4.152448
1498020180,14.285553,3.951492
1498020780,14.224849,3.752783
1498021380,14.181465,3.593416
1498021980,14.155425,3.490779
1498022580,14.120694,3.441795
1498023180,14.068574,3.454856
1498023780,13.972944,3.522125
1498024380,13.8598,3.611521
1498024980,13.71163,3.72384
1498025580,13.536998,3.869357
1498026180,13.36202,4.036833
1498026780,13.169135,4.206637
1498027380,12.975811,4.382902
1498027980,12.790855,4.537947
1498028580,12.614317,4.673256
1498029180,12.446247,4.786997
1498029780,12.295566,4.871836
1498030380,12.144594,4.9582
1498030980,12.020043,5.015954
1498031580,11.895288,5.078589
1498032180,11.788191,5.146756
1498032780,11.68094,5.215845
1498033380,11.573535,5.307496
1498033980,11.474942,5.398755
1498034580,11.376216,5.49154
1498035180,11.277355,5.5768
1498035780,11.187363,5.661296
1498036380,11.097258,5.737726
1498036980,11.007038,5.819907
1498037580,10.934779,5.875049
1498038180,10.853398,5.937721
1498038780,10.78098,5.989149
1498039380,10.699419,6.038384
1498039980,10.626839,6.080872
1498040580,10.563268,6.131324
1498041180,10.490543,6.184505
1498041780,10.435948,6.223448
1498042380,10.38131,6.267712
1498042980,10.317508,6.304461
1498043580,10.262773,6.339075
1498044180,10.207993,6.358467
1498044780,10.153168,6.388249
1498045380,10.116592,6.413368
1498045980,10.079997,6.459418
1498046580,10.061691,6.511407
1498047180,10.043381,6.585016
1498047780,10.043381,6.681309
1498048380,10.034224,6.743358
1498048980,10.015906,6.81951
1498049580,9.997582,6.8854
1498050180,9.997582,6.985972
1498050780,10.006745,7.079628
1498051380,10.006745,7.13113
1498051980,10.006745,7.171444
1498052580,10.006745,7.217795
1498053180,10.070845,7.380877
1498053780,10.189723,7.604048
1498054380,10.353974,7.864139
1498054980,10.554182,8.076161
1498055580,10.762863,8.278424
1498056180,10.99801,8.443284
1498056780,11.250369,8.613405
1498057380,11.510809,8.742335
1498057980,11.761393,8.848657
1498058580,12.011138,8.964759
1498059180,12.251193,9.056979
1498059780,12.517056,9.141715
1498060380,12.764399,9.196797
1498060980,13.02858,9.26218
1498061580,13.309458,9.322881
1498062180,13.598158,9.350975
1498062780,13.903334,9.405382
1498063380,14.207498,9.453658
1498063980,14.527987,9.48151
1498064580,14.84744,9.49493
1498065180,15.148711,9.491823
1498065780,15.466277,9.499825
1498066380,15.748748,9.480962
1498066980,16.039063,9.428137
1498067580,16.354205,9.447453
1498068180,16.583679,9.329437
1498068780,16.905973,9.403354
1498069380,17.210618,9.436824
1498069980,17.531506,9.482215
1498070580,17.834899,9.453483
1498071180,18.053671,9.413142
1498071780,18.280567,9.362603
1498072380,18.456847,9.257287
1498072980,18.750289,9.282183
1498073580,18.909408,9.175748
1498074180,18.834051,8.753976
1498074780,18.951261,8.740815
1498075380,19.101867,8.651019
1498075980,19.36101,8.789331
1498076580,19.36101,8.552213
1498077180,19.302519,8.540265
1498077780,19.477949,8.724215
1498078380,19.461247,8.581208
1498078980,19.444544,8.556861
1498079580,19.461247,8.55926
1498080180,19.51135,8.639993
1498080780,19.636566,8.654743
1498081380,19.745037,8.659771
1498081980,19.836787,8.714581
1498082580,19.94518,8.742413
1498083180,20.020197,8.772857
1498083780,20.103527,8.725595
1498084380,20.161845,8.671045
1498084980,20.170175,8.565008
1498085580,20.195164,8.455706
1498086180,20.061865,8.243834
1498086780,20.028531,8.072682
1498087380,19.878481,7.830584
1498087980,19.720009,7.586759
1498088580,19.5197,7.368852
1498089180,19.302519,7.168807
1498089780,19.093503,6.938916
1498090380,18.884292,6.790349
1498090980,18.666492,6.680735
1498091580,18.482016,6.735487
